RECIPE_ID,COOKING_NO,COOKING_DC
49,1,돼지고기는 0.5cm 두께로 둥글고 두툼하게 썰어 칼집을 넣는다.
49,2,"고기를 접시에 담고 소금과 후춧가루로 밑간하고 밀가루, 계란, 빵가루 순서대로 튀김옷을 입힌다."
49,3,160℃의 기름에 고기를 넣어 앞뒤가 노릇해지도록 튀겨 기름을 빼놓는다.
49,4,"쇠고기는 잘게 다지고 당근, 샐러리, 마늘은 얇게 저며 썰고 양파는 가늘게 채썰어 볶다가 토마토케첩에 레드와인을 섞어 월계수잎과 육수를 넣고 끓인다."
49,5,다른 냄비에 버터를 녹인 다음 밀가루를 넣어 나무주걱으로 저으면서 갈색이 나도록 볶는다.
49,6,④의 소스가 끓으면 ⑤의 브라운루를 거품기로 잘 저어 풀어준 후 넣고 약한 불에서 뭉근히 끓인다.
50,1,"갈비는 토막내어 기름기를 제거하고 찬물에 30분 정도 담가 핏물을 빼서 준비하고, 냄비에 갈비가 잠길 정도로 물을 부어 대파를 흰 뿌리째 넣고 삶는다."
50,2,삶은 갈비를 식혀 고루 칼집을 넣어두고 삶아낸 물은 육수로 쓴다.
50,3,"당근과 무는 밤톨 만하게 썰어 가장자리가 둥글게 모양 내고, 밤은 껍질을 깨끗이 벗겨낸다."
50,4,"은행은 달구어진 프라이팬에 기름을 두르고 살짝 볶아낸 후 거즈로 닦아 껍질을 벗겨내고, 표고버섯은 채썰며 계란은 흰자와 노른자를 분리하여 지단을 부쳐 준비한다."
50,5,"배는 강판에 갈아서 준비해두고, 배를 비롯한 분량의 양념 재료를 모두 넣고 고루 섞는다."
50,6,"냄비에 삶아둔 갈비를 안치고 ⑤의 양념장을 1/2 분량만 끼얹은 후 ②에서 나온 육수 1컵을 부어 끓이다가 갈비가 익고 국물이 졸아들면 남은 양념장을 넣고 준비해둔 밤, 무, 당근, 표고버섯을 넣고 푹 끓인다."
51,1,돼지고기는 목살로 덩어리째 준비해 실로 돌려가며 묶는다.
51,2,냄비에 물을 붓고 된장을 푼 다음 저민 생강을 넣어 끓이다가 돼지고기를 넣어 무르도록 푹 삶는다.
51,3,다 삶아지면 실을 풀고 꼬치로 찔러보아 피가 묻어나지 않으면 된다.
51,4,고기를 베보자기나 거즈로 싼 다음 꾹꾹 눌러준다.
51,5,고기가 식으면 먹기좋게 0.3cm 두께로 납작하게 저며 썬다.
51,6,굴은 묽은 소금물에 살살 흔들어 씻은 다음 티를 골라내고 깨끗한 물에 헹궈 체에 밭친다.
52,1,"홍합은 신선한 것으로 골라 냄비에 넣고 물, 청주, 파, 소금을 넣어 삶아 건진다. 삶은 홍합은 살만 발라서 수염을 자르고 손질한다."
52,2,"냄비에 고추장, 간장, 물엿, 청주, 마늘즙, 생강즙, 깨소금, 참기름을 분량대로 넣어 센 불에서 윤기나게 끓여 양념장을 만들어 놓는다."
52,3,삶은 홍합을 꼬치에 5개식 차례로 한쪽에 꿴다. 크기가 같은 것끼리 꿰야 보기가 좋다.
52,4,꼬치에 꿴 홍합의 앞 뒤에 준비한 양념장을 골고루 발라 10분 정도 재워 간이 배게 한다.
52,5,양념한 홍합을 250℃로 15분간 예열한 오븐에 5분 정도 굽다가 뒤집어 3분간 더 구운 뒤 파슬리를 뿌려 낸다.
53,1,쇠고기는 기름기 없는 것으로 얇게 저며 썰고 잘 익은 배추김치는 속을 털어내고 먹기 좋게 썬다.
53,2,대파는 어슷썰고 무와 두부는 납작하게 썰어놓는다.
53,3,"냄비에 쇠고기, 김치, 무를 넣고 김치국물을 조금 넣어 볶다가 반 정도 익으면 물 4컵을 부어 끓인다."
53,4,고기가 익으면 청국장을 풀고 끓을 때 다진 마늘을 넣는다.
53,5,③을 뚝배기에 옮겨 담고 한소끔 끓이다가 대파와 두부를 넣는다.
53,6,상에 내기 직전에 소금으로 간을 맞춘 뒤 불에서 내린다.
54,1,바지락은 소금물에 담가 해감한다. 해감한 조개는 냄비에 물을 붓고 끓여 입이 벌어지면 조개는 건져내고 국물은 체에 걸러 놓는다.
54,2,돼지고기는 기름을 떼서 저며썰고 배추김치는 속을 털어내고 잘게 썬다.
54,3,양파는 반으로 갈라 채썰고 굵은 파는 어슷썬다.
54,4,"냄비에 기름을 두르고 김치, 돼지고기, 양파, 다진 마늘, 고춧가루를 넣어 볶다가 조갯국물을 넣고 끓인다."
54,5,돼지고기와 김치가 익으면 뚝배기에 옮겨 담고 숟가락으로 순두부를 뚝뚝 떠 넣는다.
54,6,"바지락과 굵은 파를 넣고 한소끔 끓으면 소금, 후춧가루를 넣어 간을 맞춘다."
55,1,동태는 비늘을 긁고 내장을 제거한 후 5cm 길이로 토막 낸다.
55,2,무는 0.5cm 두께로 나박썰고 애호박은 도톰하게 반달썬다.
55,3,"청고추, 홍고추, 대파는 어슷썬다."
55,4,두부는 1cm x 4cm x 3cm 크기로 썬다.
55,5,냄비에 물 또는 육수를 붓고 고추장을 풀어 끓으면 무와 동태를 넣은 뒤 남은 재료를 모두 넣고 끓이면서 소금으로 간을 맞춘다.
56,1,잘 익은 배추김치는 속을 털고 5cm 길이로 썬다. 너무 신 김치는 물에 한번 헹궈 사용한다. 설탕을 1/2 큰술 넣으면 신 맛이 줄어둔다.
56,2,돼지고기는 기름이 약간 섞인 것으로 준비해 한 입 크기로 납작하게 썬다.
56,3,가래떡은 씻어 건져 물기를 빼 놓고 굵은 파는 반으로 갈라 5cm 길이로 쭉쭉 찢어 놓는다.
56,4,"분량의 고춧가루에 다진 마늘, 생강, 청주를 넣고 고루 섞어 양념 고춧가루를 만들어 놓은 뒤 30분정도 재워둔다."
56,5,"준비한 김치를 먼저 안치고 양념 고춧가루를 고루 끼얹은 다음 납작 썬 돼지고기, 굵은 파, 다진 마늘, 참기름을 넣고 육수 4컵을 부어 끓인다."
56,6,센 불에 끓이면서 김치가 어느정도 물러 지면 준비한 가래떡을 함께 넣고 중불에서 서서히 끓인다.
57,1,깨끗이 씻은 콩은 물에 담가 하룻밤 정도 불려서 4배로 불려지면 손으로 비벼 껍질을 벗긴다.
57,2,통통하게 불린 콩을 믹서에 넣고 물 3컵을 조금씩 부어가며 되직할 정도로 갈아 콩비지를 만든다.
57,3,살코기로 준비한 돼지고기는 한 입 크기로 얄팍하게 납작썰기하고 배춧잎은 데쳐서 1cm 정도로 송송 썬다.
57,4,"다진 파, 마늘, 참기름으로 돼지고기와 배춧잎을 양념한 다음 냄비에 기름을 두르고 함께 볶는다."
57,5,돼지고기가 익으면 콩비지를 넣고 서서히 끓이다가 끓어오르면 소금으로 간을 맞추어 한소끔 더 끓인다.
57,6,"간장 3큰술에 다진 파, 마늘, 고춧가루, 참기름, 깨소금을 넣고 고루 섞어서 콩비지찌개에 곁들인다."
58,1,잘 마른 황태를 골라 방망이로 두드려 부드러워지면 물에 불렸다가 잘 다듬어 5cm 길이로 자른 뒤 냄비에 물 4컵을 붓고 끓여 북어는 건져서 손으로 찢는다.
58,2,콩나물은 다듬어 씻고 두부는 4cm 길이로 길게 썬다.
58,3,홍고추와 굵은 파는 어슷썬다.
58,4,찢어놓은 북어를 그릇에 담아 소금과 참기름을 넣고 양념한 후 계란 2개를 넣어 고루 섞는다.
58,5,"북어국물에 콩나물과 홍고추를 넣고 끓이다가 계란물에 섞은 북어를 한 숟가락씩 넣고 소금, 후춧가루로 간한다."
58,6,"북어가 떠오르면 두부와 파, 다진 마늘을 넣고 살짝 끓인 후 불에서 내린다."
59,1,유부는 기름을 떼고 어슷하게 반으로 갈라 끓는물에 데쳐 찬물에 헹궈 부드럽게 해 놓는다.
59,2,"준비한 우엉, 당근은 깨끗이 씻어 곱게 다진다."
59,3,"분량의 재료를 넣어 만든 조림장을 끓이다가 다진 우엉, 당근, 쇠고기를 넣고 국물이 없어질 때 까지 은근하게 조린다."
59,4,채소와 고기가 어느정도 조려지면 마지막에 유부를 뒤집어 넣고 뒤적여 맛을 들인다.
59,5,"고슬고슬하게 지은 밥에 조린 우엉, 당근, 고기를 넣어 골고루 잘 섞어준다."
59,6,간이 밴 유부를 왼손에 뒤집어 잡고 오른손으로 밥을 꼭꼭 눌러 유부 안으로 넣은 다음 오므린다.
60,1,"쌀과 물의 양을 1:1 비율로 잡고 다시마 1장과 청주, 소금을 넣어 밥을 짓고, 뜨거울 때 넓은 그릇에 담아 식초, 소금, 설탕을 섞어 만든 배합초를 고루 뿌려가며 섞으면서 식힌다."
60,2,"쇠고기는 곱게 갈아 간장, 설탕, 후춧가루로 간하여 프라이팬에 기름을 두르고 볶아두고, 잔멸치는 기름 두른 뜨거운 프라이팬에 한번 볶은 후 설탕과 간장을 1:2의 비율로 넣고 살짝 조려 물엿을 섞어 맛을 낸다."
60,3,"표고버섯은 미지근한 물에 불려 기둥을 떼고 물기를 꼭 짠 후 채썰어서 간장, 참기름, 설탕, 후춧가루로 양념하여 프라이팬에 볶는다."
60,4,"단무지는 곱게 채썰어 물기를 뺀 후 식초, 설탕, 소금을 넣고 버무린 다음 고춧가루로 살짝 물들인다."
60,5,"김치는 익은 것으로 하되 식성에 따라 행궈서 사용해도 좋다. 곱게 채썰어 꼭 짜서 깨소금, 참기름으로 무친다."
60,6,다섯가지 재료가 완성되면 준비한 밥을 다섯 등분으로 나누어 속재료를 한가지씩 묻혀서 갖가지 모양을 만든다.
61,1,해파리는 먼저 소금물에서 3시간 정도 우려서 짠맛을 뺀 뒤 냉수에 헹궈 50℃ 정도의 따뜻한 물에 담근다. 해파리가 쪼글쪼글해지면 다시 물을 갈아 담갔다가 소쿠리에 건져 물기를 꼭 짠다.
61,2,넓고 큰 것은 가로 세로 10cm 정도로 잘라 둥글게 말아 가늘게 채썬다. 찬물에 헹궈내어 물기를 꼭 짜서 냉장고에 차게 둔다.
61,3,오이는 굵은 소금으로 문질러 씻은 후 가늘게 채썰어 찬물에 10분 정도 담갔다 건진다.
61,4,게맛살은 채썬 해파리와 같은 굵기로 결대로 찢는다.
61,5,곁들일 토마토는 단면으로 약간 도톰하게 썬다.
61,6,"소스는 다진 마늘에 분량의 식초, 육수, 설탕, 간장, 소금, 참기름을 넣고 고루 섞는다."
62,1,배추는 고를 때 속이 꽉차고 묵직한 것으로 골라 큰 것은 4등분 작은 것은 2등분한다. 농도가 15% 정도 된 소금물에 담갔다가 꺼낸 후 굵은소금을 뿌려 5~6시간동안 절여둔다.
62,2,잘 절여진 배추는 여러 개의 양푼에 물을 담아 순서대로 흔들어 씻은 후 물기를 빼고 심을 잘라 정리한다.
62,3,미지근한 물 1컵에 고춧가루를 넣고 잘 섞어 불린다.
62,4,"무, 배는 4~5cm 길이로 채썰고 미나리, 실파는 4cm 길이로 썬다. 굵은 파는 어슷썬다."
62,5,깨끗이 씻어 껍질을 벗긴 마늘과 생강을 절구에 조금씩 넣어 가면서 곱게 찧는다.
62,6,불린 고춧가루에 갖은 양념을 넣어 버무리고 준비한 채소를 전부 넣어 속을 만든다.
63,1,열무와 무는 흐르는 물에 깨끗이 씻어 다듬어 4~5cm 길이로 썬다. 큰 그릇에 열무와 풋배추를 섞이지 않게 넣고 소금을 뿌려 1시간 정도 절인다.
63,2,실파는 4cm 길이로 썰고 청고추는 어슷썰고 씨를 대충 털어낸다.
63,3,냄비에 10컵의 물을 붓고 밀가루 2큰술을 넣어 중불에서 풀을 쑤어 식혀 놓는다.
63,4,홍고추는 물에 불려 반으로 가르거나 어슷썰어 씨를 털어내고 분마기에 조금씩 넣어 방망이로 곱게 갈아 놓는다.
63,5,"식힌 밀가루풀에 분량의 물을 붓고 곱게 간 홍고추, 다진 마늘, 생강, 청고추를 넣는다."
63,6,국물을 준비한 뒤 싱거우면 소금으로 간한다.
64,1,오이는 굵은 소금으로 문질러 씻어 5cm 길이로 잘라 십자로 칼집을 넣는다.
64,2,오이가 잠길 정도의 물에 굵은 소금을 풀어 소금물을 만들어 오이를 담가 30분 정도 절인 후 마른 행주로 물기를 닦는다.
64,3,부추는 씻어 가지런히 잡고 잘게 송송 썬다.
64,4,"넓은 그릇에 분량의 고춧가루를 담고 물을 조금씩 부어가며 되직하게 개어 다진 파, 다진 마늘, 다진 생강과 송송 썬 부추를 넣고 소금과 설탕으로 간을 맞춰 버무린다."
64,5,오이의 칼집이 벌어지게 한 후 ④의 소를 빠지지 않게 채운다.
64,6,준비해둔 통에 오이를 길이대로 눕혀 차곡차곡 담고 남은 소를 위에 얹는다.
65,1,무는 나박썰기하고 배추는 속대만 골라 무와 같은 크기로 썰고 따로 소금에 절인다. 30분 정도 절인 뒤 한 번 뒤집어 준다.
65,2,미나리는 씻어 3cm 길이로 자르고 홍고추는 반으로 갈라 씨를 털고 채썬다.
65,3,"굵은 파, 생강, 마늘도 곱게 채썬다."
65,4,큰 그릇에 물 20컵을 붓고 고춧가루 1/3컵을 거즈에 싸서 물에 담가 흔들어 고춧가루 물을 만든 뒤 소금간을 한다.
65,5,"절여진 배추와 무에 채썬 파, 마늘, 생강, 홍고추, 미나리를 섞어 고루 버무린다."
65,6,잘 버무려진 나박김치를 항아리에 먼저 담고 삼삼하게 간을 한 김칫국을 부어 숙성시킨다.
66,1,총각무는 무청이 파랗고 심이 없는 것으로 골라 잔뿌리는 떼고 무청이 달린 부분은 칼로 다듬어 씻어 건진 후 무가 크면 길게 2등분한다.
66,2,큰 그릇에 총각무를 켜켜이 담아 소금물을 붓고 표면이 덮이도록 소금을 뿌려 3시간 정도 절인다.
66,3,대파는 깨끗이 손질해 어슷썬다.
66,4,물1컵에 찹쌀가루 3큰술을 풀어 거품기로 저어주면서 중간 불에서 찹쌀풀을 쑤어 식힌다.
66,5,"멸치젓을 냄비에 담고 센불에서 살이 빠지고 뼈만 남을 때까지 끓여 체에 밭쳐 국물을 거르고, 식힌 찹쌀풀에 고춧가루, 대파, 다진 마늘, 다진 생강, 멸치젓국, 새우젓, 설탕을 고루 넣어 양념을 만든다."
66,6,절여둔 총각무에 양념을 넣어 잘 버무린 다음 2-3개씩 모아 하나로 묶어서 항아리에 차곡차곡 담아 익힌다.
67,1,무는 깨끗이 씻어 물기를 닦고 1.5cm 두께로 토막내어 가로 세로 1.5cm크기로 고르게 깍뚝썬다.
67,2,"실파, 미나리, 갓은 다듬어 씻어 3~4cm 길이로 똑같이 맞추어 썬다."
67,3,굴은 삼삼한 소금물에 담가 살살 흔들어 씻어 소쿠리에 건져 물기를 뺀다.
67,4,새우젓은 잡티를 골라 새우젓 건더기만 건져내어 도마 위에 놓고 곱게 다져 놓는다.
67,5,깍뚝썬 무는 우묵한 그릇에 담고 분량의 고춧가루를 넣어 고루 섞어 빨갛게 물들인다.
67,6,깍두기에 고춧가루물이 골고루 들었을 때 소금을 고루 넣고 간이 배도록 살짝 버무린다.
68,1,무는 적당히 작은 것으로 골라 수세미로 가볍게 문질러 씻어 잔털을 정리한다.
68,2,넓은 그릇에 소금을 깔고 무를 그 위에 굴려 항아리에 담아 하룻밤 재운다.
68,3,갓과 살파는 소금에 절여 헹구어 믈기를 뺀 후 실파는 3뿌리씩 갓은 1뿌리씩 묶는다.
68,4,손질한 청고추는 항아리에 차곡차곡 담아 짭짤하게 소금물을 만들어 붓고 한달 정도 그늘에 두어 삭힌다.
68,5,마늘과 생강은 얄팍하게 저며썬다.
68,6,"배는 씻어 껍질을 벗기지 말고 반으로 자른다. 깨끗한 주머니에 저며 썬 마늘과 생강, 굵은 파뿌리를 넣고 배를 넣어 잘 아물린다."
69,1,갓은 겉잎을 잘라내고 큰 그릇에 물을 넉넉히 담고 흔들어 여러 번 헹구어 씻는다.
69,2,갓을 가지런히 담고 소금을 골고루 뿌려 1시간 정도 절인 뒤 30분 정도 지나면 한번 뒤집는다.
69,3,마지막 헹굴때 갓이 무르지 않도록 물에 소금을 조금 넣어 씻는다.
69,4,무는 다듬어 가늘게 채썰어 그릇에 담고 소금을 뿌려 30분 정도 절였다가 물기를 꼭 짠다.
69,5,멸치젓은 달이지 않고 국물만 체에 걸러 사용한다.
69,6,물 1컵에 찹쌀가루 3큰술을 넣고 중불에서 눌지 않도록 저으면서 되직하게 찹쌀풀을 쑨다.
70,1,"꽃게는 솔로 문질러 씻어 등딱지를 떼고 모래주머니를 제거한다. 집게발은 떼서 끝을 다듬고, 몸통은 4토막으로 자른다."
70,2," 애호박은 0.5cm 두께로 반달썰고, 무는 2cm x 2cm로 얇게 썬다."
70,3,"풋고추, 홍고추, 대파는 깨끗이 씻어 어슷썰고 느타리버섯은 흔들어 씻어 큰 것은 길이대로 적당히 찢어놓는다."
70,4,냄비에 물 3컵을 붓고 체에 고추장을 걸러 푼 다음 썰어둔 무를 넣고 한소끔 끓인다.
70,5,"무가 어느 정도 익으면 준비한 꽃게, 느타리버섯, 고추, 다진 마늘, 생강을 넣고 끓이다가 애호박, 대파, 고춧가루를 넣고 끓인다."
70,6,"재료가 다 익어 맛이 어우러지면 위에 떠오르는 거품을 걷어내고 국간장, 소금, 후춧가루로 간을 맞춰 살짝 끓여 낸다."
71,1,돼지등뼈는 큼직하게 토막내 하룻 밤 정도 찬물에 담갔다가 핏물이 빠지면 건진다.
